Name                                          ,State       ,Host                         ,Guest OS                                        ,IP Address                                                                                                                                                                                                                                                                                                                                                              ,DNS Name
u2vonespnmgt001,Powered On,p2pucsgenhyp031.ncsecu.local,Red Hat Enterprise Linux 7 (64-bit),"172.24.17.70, fe80::250:56ff:fe81:f8fa",u2vonespnmgt001
u2vonespnweb001,Powered On,p2pucsgenhyp021.ncsecu.local,Red Hat Enterprise Linux 7 (64-bit),"172.24.16.40, fe80::250:56ff:fe81:d81a",u2vonespnweb001
u2vonespnweb002,Powered On,p2pucsgenhyp030.ncsecu.local,Red Hat Enterprise Linux 7 (64-bit),"172.24.16.41, fe80::250:56ff:fe81:a761",u2vonespnweb002
u2vonespnweb011,Powered On,p2pucsgenhyp021.ncsecu.local,Red Hat Enterprise Linux 7 (64-bit),"172.25.136.34, fe80::250:56ff:fe81:21b4",u2vonespnweb011
u2vonespnweb012,Powered On,p2pucsgenhyp021.ncsecu.local,Red Hat Enterprise Linux 7 (64-bit),"172.25.136.35, fe80::250:56ff:fe81:a656",u2vonespnweb012
u2vswdcorapp001,Powered On,p2pucsgenhyp023.ncsecu.local,Microsoft Windows Server 2016 or later (64-bit),172.24.119.187,u2vswdcorapp001.ncsecu.local
u2vswdcorpol001,Powered On,p2pucsgenhyp046.ncsecu.local,Microsoft Windows Server 2016 or later (64-bit),172.24.119.189,u2vswdcorpol001.ncsecu.local
u2vswdcorweb001,Powered On,p2pucsgenhyp022.ncsecu.local,Microsoft Windows Server 2016 or later (64-bit),172.24.119.188,u2vswdcorweb001.ncsecu.local
u2vvsobkoapp001,Powered On,p2pucsgenhyp032.ncsecu.local,Microsoft Windows Server 2016 or later (64-bit),172.24.17.152,u2vvsobkoapp001
u2vvsobkoapp002,Powered On,p2pucsgenhyp048.ncsecu.local,Microsoft Windows Server 2016 or later (64-bit),172.24.17.153,u2vvsobkoapp002
u2vvsobkoapp051,Powered On,p2pucsgenhyp047.ncsecu.local,Microsoft Windows Server 2016 or later (64-bit),172.24.17.154,u2vvsobkoapp051
u2vvsobkoapp052,Powered On,p2pucsgenhyp033.ncsecu.local,Microsoft Windows Server 2016 or later (64-bit),172.24.17.155,u2vvsobkoapp052
u2vvsobkoweb001,Powered On,p2pucsgenhyp036.ncsecu.local,Microsoft Windows Server 2016 or later (64-bit),172.24.16.50,u2vvsobkoweb001
u2vvsobkoweb002,Powered On,p2pucsgenhyp019.ncsecu.local,Microsoft Windows Server 2016 or later (64-bit),172.24.16.51,u2vvsobkoweb002
u3vexpwycapl001,Powered On,p2pucsgenhyp002.ncsecu.local,Other (32-bit),172.31.114.140,U3VEXPWYCAPL001
u3vexpwyeapl001,Powered On,p2pucsgenhyp004.ncsecu.local,Other (32-bit),"172.25.132.11, 172.25.130.11",vcse1
ubbo0101v,Powered On,p2pucsgenhyp040.ncsecu.local,Microsoft Windows Server 2016 or later (64-bit),172.24.49.25,ubbo0101v.UAT.SECU.LOCAL
ubbo0102v,Powered On,p2pucsgenhyp030.ncsecu.local,Microsoft Windows Server 2016 or later (64-bit),172.24.49.26,ubbo0102v.UAT.SECU.LOCAL
ubbo0301v,Powered On,p2pucsgenhyp033.ncsecu.local,Microsoft Windows Server 2016 or later (64-bit),"172.24.50.30, 172.24.50.32",ubbo0301v.ncsecu.local
ubbo0302v,Powered On,p2pucsgenhyp050.ncsecu.local,Microsoft Windows Server 2016 or later (64-bit),"172.24.50.31, 172.24.50.28",ubbo0302v.ncsecu.local
ubbo0411v,Powered On,p2pucsgenhyp021.ncsecu.local,Red Hat Enterprise Linux 6 (64-bit),"172.25.152.102, fe80::250:56ff:fe81:8282",UBBO0411V.ncsecu.local
ubbo0421v,Powered On,p2pucsgenhyp030.ncsecu.local,Red Hat Enterprise Linux 7 (64-bit),"172.25.152.103, fe80::250:56ff:fe81:48fd",UBBO0421V.ncsecu.local
ubbo0461v,Powered On,p2pucsgenhyp041.ncsecu.local,Red Hat Enterprise Linux 6 (64-bit),"172.25.152.100, fe80::250:56ff:fe81:87bb",UBBO0461V.ncsecu.local
ubbo0471v,Powered On,p2pucsgenhyp041.ncsecu.local,Red Hat Enterprise Linux 6 (64-bit),"172.25.152.101, fe80::250:56ff:fe81:5067",UBBO0471V.ncsecu.local
ubbo0711v,Powered On,p2pucsgenhyp041.ncsecu.local,Red Hat Enterprise Linux 6 (64-bit),"172.24.49.27, fe80::250:56ff:fe81:5a7d",UBBO0711V.ncsecu.local
ubbo0712v,Powered On,p2pucsgenhyp030.ncsecu.local,Red Hat Enterprise Linux 6 (64-bit),"172.24.49.28, fe80::250:56ff:fe81:e6f8",UBBO0712V.ncsecu.local
ubbo0721v,Powered On,p2pucsgenhyp041.ncsecu.local,Red Hat Enterprise Linux 7 (64-bit),"172.24.49.29, fe80::250:56ff:feb5:71c9",UBBO0721V.ncsecu.local
ubbo0722v,Powered On,p2pucsgenhyp020.ncsecu.local,Red Hat Enterprise Linux 7 (64-bit),"172.24.49.30, fe80::250:56ff:fe81:1331",UBBO0722V.ncsecu.local
ubbo0761v,Powered On,p2pucsgenhyp020.ncsecu.local,Red Hat Enterprise Linux 6 (64-bit),"172.24.49.31, fe80::250:56ff:fe81:d042",UBBO0761V.ncsecu.local
ubbo0762v,Powered On,p2pucsgenhyp020.ncsecu.local,Red Hat Enterprise Linux 6 (64-bit),"172.24.49.32, fe80::250:56ff:fe81:c578",UBBO0762V.ncsecu.local
ubbo0771v,Powered On,p2pucsgenhyp021.ncsecu.local,Red Hat Enterprise Linux 6 (64-bit),"172.24.49.33, fe80::250:56ff:fe81:b36d",UBBO0771V.ncsecu.local
ubbo0772v,Powered On,p2pucsgenhyp051.ncsecu.local,Red Hat Enterprise Linux 6 (64-bit),"172.24.49.34, fe80::250:56ff:fe81:c8e5",UBBO0772V.ncsecu.local
ubbo9911v,Powered On,p2pucsgenhyp041.ncsecu.local,Red Hat Enterprise Linux 6 (64-bit),"172.24.49.35, fe80::250:56ff:fe81:3737",UBBO9911V.ncsecu.local
ubbo9912v,Powered On,p2pucsgenhyp041.ncsecu.local,Red Hat Enterprise Linux 6 (64-bit),"172.24.49.36, fe80::250:56ff:fe81:b9ef",UBBO9912V.ncsecu.local
ubbo9921v,Powered On,p2pucsgenhyp030.ncsecu.local,Red Hat Enterprise Linux 7 (64-bit),"172.24.49.37, fe80::250:56ff:fe81:f178",UBBO9921V.ncsecu.local
ubbo9922v,Powered On,p2pucsgenhyp030.ncsecu.local,Red Hat Enterprise Linux 7 (64-bit),"172.24.49.38, fe80::250:56ff:fe81:9b8f",UBBO9922V.ncsecu.local
ubbo9961v,Powered On,p2pucsgenhyp051.ncsecu.local,Red Hat Enterprise Linux 6 (64-bit),"172.24.49.39, fe80::250:56ff:fe81:9393",UBBO9961V.ncsecu.local
ubbo9971v,Powered On,p2pucsgenhyp040.ncsecu.local,Red Hat Enterprise Linux 6 (64-bit),"172.24.49.40, fe80::250:56ff:fe81:e600",UBBO9971V.ncsecu.local
udpa0701v,Powered On,p2pucsgenhyp032.ncsecu.local,Microsoft Windows Server 2016 (64-bit),172.24.119.133,udpa0701v.ncsecu.local
uecl0401v,Powered On,p2pucsgenhyp006.ncsecu.local,Microsoft Windows Server 2016 or later (64-bit),172.24.48.59,uecl0401v.ncsecu.local
uecl0701v,Powered On,p2pucsgenhyp007.ncsecu.local,Microsoft Windows Server 2016 or later (64-bit),172.24.49.95,uecl0701v.ncsecu.local
uecl9901v,Powered On,p2pucsgenhyp002.ncsecu.local,Microsoft Windows Server 2016 or later (64-bit),172.24.49.96,uecl9901v.ncsecu.local
UESG0301V,Powered On,p2pucsgenhyp025.ncsecu.local,Microsoft Windows Server 2016 or later (64-bit),172.24.50.88,UESG0301V.ncsecu.local
UESG0401V,Powered On,p2pucsgenhyp036.ncsecu.local,Microsoft Windows Server 2016 or later (64-bit),172.24.48.102,UESG0401V.ncsecu.local
UESG0701V,Powered On,p2pucsgenhyp020.ncsecu.local,Microsoft Windows Server 2016 or later (64-bit),172.24.49.142,UESG0701V.ncsecu.local
UESG0702V,Powered On,p2pucsgenhyp052.ncsecu.local,Microsoft Windows Server 2016 or later (64-bit),172.24.49.143,UESG0702V.ncsecu.local
UESG0711V,Powered On,p2pucsgenhyp051.ncsecu.local,Microsoft Windows Server 2016 or later (64-bit),172.24.49.144,UESG0711V.ncsecu.local
UESG0712V,Powered On,p2pucsgenhyp052.ncsecu.local,Microsoft Windows Server 2016 or later (64-bit),172.24.49.145,UESG0712V.ncsecu.local
uiam0401v,Powered On,p2pucsgenhyp027.ncsecu.local,Microsoft Windows Server 2016 (64-bit),172.24.17.35,uiam0401v.ncsecu.local
UKFX0301v,Powered On,p2pucsgenhyp046.ncsecu.local,Microsoft Windows Server 2016 or later (64-bit),172.24.18.27,ukfx0301v.ncsecu.local
UKFX0401v,Powered On,p2pucsgenhyp027.ncsecu.local,Microsoft Windows Server 2016 or later (64-bit),172.24.16.23,ukfx0401v.ncsecu.local
UKFX0402v,Powered On,p2pucsgenhyp036.ncsecu.local,Microsoft Windows Server 2016 or later (64-bit),172.24.16.24,ukfx0402v.ncsecu.local
UKFX0501v,Powered On,p2pucsgenhyp038.ncsecu.local,Microsoft Windows Server 2016 or later (64-bit),172.24.17.45,ukfx0501v.ncsecu.local
UKFX0502v,Powered On,p2pucsgenhyp039.ncsecu.local,Microsoft Windows Server 2016 or later (64-bit),172.24.17.46,ukfx0502v.ncsecu.local
UKFX0701v,Powered On,p2pucsgenhyp037.ncsecu.local,Microsoft Windows Server 2016 or later (64-bit),172.24.17.47,ukfx0701v.ncsecu.local
uobh0401v,Powered On,p2pucsgenhyp024.ncsecu.local,Microsoft Windows Server 2016 (64-bit),"172.24.48.133, 169.254.250.147",uobh0401v.ncsecu.local
uobh0402v,Powered On,p2pucsgenhyp027.ncsecu.local,Microsoft Windows Server 2016 (64-bit),"172.24.48.134, 169.254.176.119",uobh0402v.ncsecu.local
uobh0403v,Powered On,p2pucsgenhyp029.ncsecu.local,Microsoft Windows Server 2016 (64-bit),172.24.48.135,uobh0403v.ncsecu.local
uobh0404v,Powered On,p2pucsgenhyp023.ncsecu.local,Microsoft Windows Server 2016 (64-bit),172.24.48.136,uobh0404v.ncsecu.local
uobh0405v,Powered On,p2pucsgenhyp036.ncsecu.local,Microsoft Windows Server 2016 or later (64-bit),172.24.48.137,UOBH0405v.ncsecu.local
uobh0406v,Powered On,p2pucsgenhyp079.ncsecu.local,Microsoft Windows Server 2016 or later (64-bit),172.24.48.138,uobh0406v.ncsecu.local
uobh0701v,Powered On,p2pucsgenhyp036.ncsecu.local,Microsoft Windows Server 2016 (64-bit),172.24.49.196,uobh0701v.ncsecu.local
uonb0301v,Powered On,p2pucsgenhyp046.ncsecu.local,Microsoft Windows Server 2016 or later (64-bit),172.24.50.141,uonb0301v.ncsecu.local
uonb0302v,Powered On,p2pucsgenhyp020.ncsecu.local,Microsoft Windows Server 2016 or later (64-bit),"172.24.50.142, 172.24.50.152",uonb0302v.ncsecu.local
uonb0303v,Powered On,p2pucsgenhyp043.ncsecu.local,Microsoft Windows Server 2016 or later (64-bit),"172.24.50.143, 172.24.50.150, 172.24.50.251",uonb0303v.ncsecu.local
uonb0701v,Powered On,p2pucsgenhyp051.ncsecu.local,Microsoft Windows Server 2016 (64-bit),172.24.49.197,uonb0701v.ncsecu.local
uonb0702v,Powered On,p2pucsgenhyp050.ncsecu.local,Microsoft Windows Server 2016 (64-bit),172.24.49.198,uonb0702v.ncsecu.local
uonb0703v,Powered On,p2pucsgenhyp038.ncsecu.local,Microsoft Windows Server 2016 (64-bit),172.24.49.199,uonb0703v.ncsecu.local
uonb0704v,Powered On,p2pucsgenhyp044.ncsecu.local,Microsoft Windows Server 2016 (64-bit),172.24.49.200,uonb0704v.ncsecu.local
uonb0705v,Powered On,p2pucsgenhyp049.ncsecu.local,Microsoft Windows Server 2016 (64-bit),172.24.49.201,uonb0705v.ncsecu.local
uonb0706v,Powered On,p2pucsgenhyp042.ncsecu.local,Microsoft Windows Server 2016 (64-bit),172.24.49.202,uonb0706v.ncsecu.local
uonb1001v,Powered On,p2pucsgenhyp038.ncsecu.local,Microsoft Windows Server 2016 (64-bit),172.24.49.203,uonb1001v.ncsecu.local
uonb1002v,Powered On,p2pucsgenhyp039.ncsecu.local,Microsoft Windows Server 2016 (64-bit),172.24.49.204,uonb1002v.ncsecu.local
uonb1003v,Powered On,p2pucsgenhyp040.ncsecu.local,Microsoft Windows Server 2016 (64-bit),172.24.49.205,uonb1003v.ncsecu.local
uonb1004v,Powered On,p2pucsgenhyp036.ncsecu.local,Microsoft Windows Server 2016 (64-bit),172.24.49.206,uonb1004v.ncsecu.local
upfm0301v,Powered On,p2pucsgenhyp037.ncsecu.local,Microsoft Windows Server 2016 or later (64-bit),"172.24.50.89, 172.24.50.94",upfm0301v.ncsecu.local
upfm0302v,Powered On,p2pucsgenhyp041.ncsecu.local,Microsoft Windows Server 2016 or later (64-bit),172.24.50.90,upfm0302v.ncsecu.local
upfm0303v,Powered On,p2pucsgenhyp023.ncsecu.local,Microsoft Windows Server 2016 or later (64-bit),"172.24.50.91, 172.24.50.95",upfm0303v.ncsecu.local
upfm0304v,Powered On,p2pucsgenhyp025.ncsecu.local,Microsoft Windows Server 2016 or later (64-bit),"172.24.50.92, 172.24.50.93",upfm0304v.ncsecu.local
upfm0401v,Powered On,p2pucsgenhyp034.ncsecu.local,Microsoft Windows Server 2012 (64-bit),172.24.48.103,upfm0401v.ncsecu.local
upfm0402v,Powered On,p2pucsgenhyp034.ncsecu.local,Microsoft Windows Server 2012 (64-bit),172.24.48.104,upfm0402v.ncsecu.local
upfm0404v,Powered On,p2pucsgenhyp034.ncsecu.local,Microsoft Windows Server 2012 (64-bit),172.24.48.105,upfm0404v.ncsecu.local
upfm0405v,Powered On,p2pucsgenhyp034.ncsecu.local,Microsoft Windows Server 2012 (64-bit),172.24.48.106,upfm0405v.ncsecu.local
upfm0406v,Powered On,p2pucsgenhyp034.ncsecu.local,Microsoft Windows Server 2012 (64-bit),172.24.48.107,upfm0406v.ncsecu.local
upfm0701v,Powered On,p2pucsgenhyp034.ncsecu.local,Microsoft Windows Server 2012 (64-bit),172.24.49.146,upfm0701v.ncsecu.local
upfm0702v,Powered On,p2pucsgenhyp034.ncsecu.local,Microsoft Windows Server 2012 (64-bit),172.24.49.147,upfm0702v.ncsecu.local
upfm0711v,Powered On,p2pucsgenhyp034.ncsecu.local,Microsoft Windows Server 2012 (64-bit),172.24.49.148,upfm0711v.ncsecu.local
upfm0712v,Powered On,p2pucsgenhyp034.ncsecu.local,Microsoft Windows Server 2012 (64-bit),172.24.49.149,upfm0712v.ncsecu.local
usol0301v,Powered On,p2pucsgenhyp038.ncsecu.local,Microsoft Windows Server 2016 or later (64-bit),172.24.119.134,usol0301v.ncsecu.local
utlr0301v,Powered On,p2pucsgenhyp076.ncsecu.local,Microsoft Windows Server 2016 or later (64-bit),"172.24.50.106, 172.24.50.110, 172.24.50.112, fe80::41e1:b55f:d4d3:cc1e",UTLR0301V.ncsecu.local
utlr0302v,Powered On,p2pucsgenhyp039.ncsecu.local,Microsoft Windows Server 2016 or later (64-bit),"172.24.50.107, fe80::2578:1d3f:e95e:3aa0",utlr0302v.ncsecu.local
utlr0303v,Powered On,p2pucsgenhyp050.ncsecu.local,Microsoft Windows Server 2016 or later (64-bit),"172.24.50.108, 172.24.50.113, 172.24.50.114, fe80::c8f2:3e3b:fdb9:43c2",utlr0303v.ncsecu.local
utlr0304v,Powered On,p2pucsgenhyp038.ncsecu.local,Microsoft Windows Server 2016 or later (64-bit),"172.24.50.109, fe80::d99b:f8fa:8d4f:d6f3",UTLR0304V.ncsecu.local
utlr0401v,Powered On,p2pucsgenhyp033.ncsecu.local,Microsoft Windows Server 2016 or later (64-bit),172.24.48.117,UTLR0401V.ncsecu.local
utlr0402v,Powered On,p2pucsgenhyp036.ncsecu.local,Microsoft Windows Server 2016 or later (64-bit),172.24.48.118,UTLR0402V.ncsecu.local
utlr0403v,Powered On,p2pucsgenhyp033.ncsecu.local,Microsoft Windows Server 2016 or later (64-bit),172.24.48.119,UTLR0403V.ncsecu.local
utlr0404v,Powered On,p2pucsgenhyp032.ncsecu.local,Microsoft Windows Server 2016 or later (64-bit),172.24.48.120,UTLR0404V.ncsecu.local
utlr0701v,Powered On,p2pucsgenhyp023.ncsecu.local,Microsoft Windows Server 2016 or later (64-bit),"172.24.49.161, 172.24.49.251, fe80::a9b8:60f1:d902:d4eb",UTLR0701V.ncsecu.local
utlr0702v,Powered On,p2pucsgenhyp043.ncsecu.local,Microsoft Windows Server 2016 or later (64-bit),"172.24.49.162, 172.24.49.252, fe80::f4b6:4668:47cc:9e25",UTLR0702V.ncsecu.local
utlr0711v,Powered On,p2pucsgenhyp032.ncsecu.local,Microsoft Windows Server 2016 or later (64-bit),172.24.49.163,UTLR0711V.ncsecu.local
utlr0712v,Powered On,p2pucsgenhyp030.ncsecu.local,Microsoft Windows Server 2016 or later (64-bit),172.24.49.164,UTLR0712V.ncsecu.local
utlr0901v,Powered On,p2pucsgenhyp037.ncsecu.local,Microsoft Windows Server 2016 or later (64-bit),172.24.49.165,UTLR0901V.ncsecu.local
uvat0401v,Powered On,p2pucsgenhyp050.ncsecu.local,Microsoft Windows Server 2012 (64-bit),172.24.16.80,uvat0401v.ncsecu.local
uvat0402v,Powered On,p2pucsgenhyp044.ncsecu.local,Microsoft Windows Server 2012 (64-bit),172.24.16.81,uvat0402v.ncsecu.local
uvat0701v,Powered On,p2pucsgenhyp046.ncsecu.local,Microsoft Windows Server 2012 (64-bit),172.24.17.124,uvat0701v.ncsecu.local
uvat0702v,Powered On,p2pucsgenhyp052.ncsecu.local,Microsoft Windows Server 2012 (64-bit),172.24.17.125,uvat0702v.ncsecu.local
uvmc0301v,Powered On,p2pucsgenhyp032.ncsecu.local,Microsoft Windows Server 2012 (64-bit),"172.24.18.78, 172.24.18.80, 172.24.18.81",uvmc0301v.ncsecu.local
uvmc0302v,Powered On,p2pucsgenhyp079.ncsecu.local,Microsoft Windows Server 2012 (64-bit),172.24.18.79,uvmc0302v.ncsecu.local
uvmc0401v,Powered On,p2pucsgenhyp027.ncsecu.local,Microsoft Windows Server 2012 (64-bit),172.24.16.71,uvmc0401v.ncsecu.local
uvmc0402v,Powered On,p2pucsgenhyp051.ncsecu.local,Microsoft Windows Server 2012 (64-bit),172.24.16.72,uvmc0402v.ncsecu.local
uvmc0403v,Powered On,p2pucsgenhyp024.ncsecu.local,Microsoft Windows Server 2012 (64-bit),"172.24.16.73, fe80::8830:aa51:8f6f:2cc",uvmc0403v.ncsecu.local
uvmc0404v,Powered On,p2pucsgenhyp079.ncsecu.local,Microsoft Windows Server 2012 (64-bit),172.24.16.74,uvmc0404v.ncsecu.local
Z-VRA-p1pucsgenhyp001.ncsecu.local,Powered On,p1pucsgenhyp001.ncsecu.local,Other (32-bit),"172.22.224.29, fe80::250:56ff:fe89:f284",Z-VRA-p1pucsgenhyp001-ncsecu-local
Z-VRA-p1pucsgenhyp002.ncsecu.local,Powered On,p1pucsgenhyp002.ncsecu.local,Other (32-bit),"172.22.224.23, fe80::250:56ff:fe89:b573",Z-VRA-p1pucsgenhyp002-ncsecu-local
Z-VRA-p1pucsgenhyp007.ncsecu.local,Powered On,p1pucsgenhyp007.ncsecu.local,Other (32-bit),"172.22.224.26, fe80::250:56ff:fe89:c69",Z-VRA-p1pucsgenhyp007-ncsecu-local
Z-VRA-p1pucsgenhyp009.ncsecu.local,Powered On,p1pucsgenhyp009.ncsecu.local,Debian GNU/Linux 8 (64-bit),"172.22.224.18, fe80::250:56ff:fe89:895c",Z-VRA-p1pucsgenhyp009-ncsecu-local
Z-VRA-p1pucsgenhyp010.ncsecu.local,Powered On,p1pucsgenhyp010.ncsecu.local,Other (32-bit),"172.22.224.27, fe80::250:56ff:fe89:c9fd",Z-VRA-p1pucsgenhyp010-ncsecu-local
Z-VRA-p1pucsgenhyp011.ncsecu.local,Powered On,p1pucsgenhyp011.ncsecu.local,Debian GNU/Linux 8 (64-bit),"172.22.224.11, fe80::250:56ff:fe89:49c1",Z-VRA-p1pucsgenhyp011-ncsecu-local
Z-VRA-p1pucsgenhyp012.ncsecu.local,Powered On,p1pucsgenhyp012.ncsecu.local,Debian GNU/Linux 8 (64-bit),"172.22.224.12, fe80::250:56ff:fe89:d0de",Z-VRA-p1pucsgenhyp012-ncsecu-local
Z-VRA-p1pucsgenhyp013.ncsecu.local,Powered On,p1pucsgenhyp013.ncsecu.local,Debian GNU/Linux 8 (64-bit),"172.22.224.13, fe80::250:56ff:fe89:7b83",Z-VRA-p1pucsgenhyp013-ncsecu-local
Z-VRA-p1pucsgenhyp016.ncsecu.local,Powered On,p1pucsgenhyp016.ncsecu.local,Debian GNU/Linux 8 (64-bit),"172.22.224.124, fe80::250:56ff:fe89:a37d",Z-VRA-p1pucsgenhyp016-ncsecu-local
Z-VRA-p1pucsgenhyp017.ncsecu.local,Powered On,p1pucsgenhyp017.ncsecu.local,Debian GNU/Linux 8 (64-bit),"172.22.224.115, fe80::250:56ff:fe89:7f42",Z-VRA-p1pucsgenhyp017-ncsecu-local
Z-VRA-p1pucsgenhyp020.ncsecu.local,Powered On,p1pucsgenhyp020.ncsecu.local,Debian GNU/Linux 8 (64-bit),"172.22.224.122, fe80::250:56ff:fe89:ca9e",Z-VRA-p1pucsgenhyp020-ncsecu-local
Z-VRA-p1pucsgenhyp021.ncsecu.local,Powered On,p1pucsgenhyp021.ncsecu.local,Debian GNU/Linux 8 (64-bit),"172.22.224.118, fe80::250:56ff:fe89:93d0",Z-VRA-p1pucsgenhyp021-ncsecu-local
Z-VRA-p1pucsgenhyp022.ncsecu.local,Powered On,p1pucsgenhyp022.ncsecu.local,Debian GNU/Linux 8 (64-bit),"172.22.224.123, fe80::250:56ff:fe89:934f",Z-VRA-p1pucsgenhyp022-ncsecu-local
Z-VRA-p1pucsgenhyp023.ncsecu.local,Powered On,p1pucsgenhyp023.ncsecu.local,Debian GNU/Linux 8 (64-bit),"172.22.224.32, fe80::250:56ff:fe89:54d7",Z-VRA-p1pucsgenhyp023-ncsecu-local
Z-VRA-p1pucsgenhyp024.ncsecu.local,Powered On,p1pucsgenhyp024.ncsecu.local,Other (32-bit),"172.22.224.117, fe80::250:56ff:fe89:4017",Z-VRA-p1pucsgenhyp024-ncsecu-local
Z-VRA-p1pucsgenhyp029.ncsecu.local,Powered On,p1pucsgenhyp029.ncsecu.local,Debian GNU/Linux 8 (64-bit),"172.22.224.121, fe80::250:56ff:fe89:939e",Z-VRA-p1pucsgenhyp029-ncsecu-local
Z-VRA-p1pucsgenhyp030.ncsecu.local,Powered On,p1pucsgenhyp030.ncsecu.local,Debian GNU/Linux 8 (64-bit),"172.22.224.132, fe80::250:56ff:fe89:c342",Z-VRA-p1pucsgenhyp030-ncsecu-local
Z-VRA-p1pucsgenhyp031.ncsecu.local,Powered On,p1pucsgenhyp031.ncsecu.local,Debian GNU/Linux 8 (64-bit),"172.22.224.131, fe80::250:56ff:fe89:a098",Z-VRA-p1pucsgenhyp031-ncsecu-local
Z-VRA-p1pucsgenhyp032.ncsecu.local,Powered On,p1pucsgenhyp032.ncsecu.local,Debian GNU/Linux 8 (64-bit),"172.22.224.119, fe80::250:56ff:fe89:f174",Z-VRA-p1pucsgenhyp032-ncsecu-local
Z-VRA-p1pucsgenhyp037.ncsecu.local,Powered On,p1pucsgenhyp037.ncsecu.local,Debian GNU/Linux 8 (64-bit),"172.22.224.127, fe80::250:56ff:fe89:b8cd",Z-VRA-p1pucsgenhyp037-ncsecu-local
Z-VRA-p1pucsgenhyp038.ncsecu.local,Powered On,p1pucsgenhyp038.ncsecu.local,Debian GNU/Linux 8 (64-bit),"172.22.224.129, fe80::250:56ff:fe89:f28f",Z-VRA-p1pucsgenhyp038-ncsecu-local
Z-VRA-p1pucsgenhyp039.ncsecu.local,Powered On,p1pucsgenhyp039.ncsecu.local,Other (32-bit),"172.22.224.120, fe80::250:56ff:fe89:7f29",Z-VRA-p1pucsgenhyp039-ncsecu-local
Z-VRA-p1pucsgenhyp040.ncsecu.local,Powered On,p1pucsgenhyp040.ncsecu.local,Other (32-bit),"172.22.224.125, fe80::250:56ff:fe89:6be2",Z-VRA-p1pucsgenhyp040-ncsecu-local
Z-VRA-p1pucsgenhyp043.ncsecu.local,Powered On,p1pucsgenhyp043.ncsecu.local,Other (32-bit),"172.22.224.28, fe80::250:56ff:fe89:bd6f",Z-VRA-p1pucsgenhyp043-ncsecu-local
Z-VRA-p1pucsgenhyp044.ncsecu.local,Powered On,p1pucsgenhyp044.ncsecu.local,Other (32-bit),"172.22.224.30, fe80::250:56ff:fe89:d69f",Z-VRA-p1pucsgenhyp044-ncsecu-local
Z-VRA-p1pucsgenhyp045.ncsecu.local,Powered On,p1pucsgenhyp045.ncsecu.local,Other (32-bit),"172.22.224.21, fe80::250:56ff:fe89:6204",Z-VRA-p1pucsgenhyp045-ncsecu-local
Z-VRA-p1pucsgenhyp046.ncsecu.local,Powered On,p1pucsgenhyp046.ncsecu.local,Other (32-bit),"172.22.224.22, fe80::250:56ff:fe89:6c86",Z-VRA-p1pucsgenhyp046-ncsecu-local
Z-VRA-p1pucsgenhyp047.ncsecu.local,Powered On,p1pucsgenhyp047.ncsecu.local,Other (32-bit),"172.22.224.24, fe80::250:56ff:fe89:38db",Z-VRA-p1pucsgenhyp047-ncsecu-local
Z-VRA-p1pucsgenhyp048.ncsecu.local,Powered On,p1pucsgenhyp048.ncsecu.local,Other (32-bit),"172.22.224.25, fe80::250:56ff:fe89:53c3",Z-VRA-p1pucsgenhyp048-ncsecu-local
Z-VRA-p1pucsgenhyp052.ncsecu.local,Powered Off,p1pucsgenhyp052.ncsecu.local,Debian GNU/Linux 8 (64-bit),,Z-VRA-p1pucsgenhyp052-ncsecu-local
Z-VRA-p1pucsgenhyp053.ncsecu.local,Powered On,p1pucsgenhyp053.ncsecu.local,Debian GNU/Linux 8 (64-bit),"172.22.224.139, fe80::250:56ff:fe89:7471",Z-VRA-p1pucsgenhyp053-ncsecu-local
Z-VRA-p1pucsgenhyp054.ncsecu.local,Powered On,p1pucsgenhyp054.ncsecu.local,Debian GNU/Linux 8 (64-bit),"172.22.224.148, fe80::250:56ff:fe89:6b85",Z-VRA-p1pucsgenhyp054-ncsecu-local
Z-VRA-p1pucsgenhyp056.ncsecu.local,Powered On,p1pucsgenhyp056.ncsecu.local,Debian GNU/Linux 8 (64-bit),"172.22.224.137, fe80::250:56ff:fe89:b348",Z-VRA-p1pucsgenhyp056-ncsecu-local
Z-VRA-p1pucsgenhyp058.ncsecu.local,Powered On,p1pucsgenhyp058.ncsecu.local,Debian GNU/Linux 8 (64-bit),"172.22.224.116, fe80::250:56ff:fe89:665e",Z-VRA-p1pucsgenhyp058-ncsecu-local
Z-VRA-p1pucsgenhyp059.ncsecu.local,Powered On,p1pucsgenhyp059.ncsecu.local,Debian GNU/Linux 8 (64-bit),"172.22.224.143, fe80::250:56ff:fe89:9a73",Z-VRA-p1pucsgenhyp059-ncsecu-local
Z-VRA-p1pucsgenhyp060.ncsecu.local,Powered On,p1pucsgenhyp060.ncsecu.local,Debian GNU/Linux 8 (64-bit),"172.22.224.142, fe80::250:56ff:fe89:5152",Z-VRA-p1pucsgenhyp060-ncsecu-local
Z-VRA-p1pucsgenhyp061.ncsecu.local,Powered On,p1pucsgenhyp061.ncsecu.local,Debian GNU/Linux 8 (64-bit),"172.22.224.140, fe80::250:56ff:fe89:a8b7",Z-VRA-p1pucsgenhyp061-ncsecu-local
